Title,Company,Location,Created,Category,Description,URL,Latitude,Longitude,BestJobRole,mainJOB
Sr. Software Engineer,"CommScope, Inc.","Chennai, Tamil Nadu",2025-07-23T09:52:03Z,Engineering Jobs,"Sr. Software Engineer Req ID: 79494 Location: Chennai, Tamil Nadu, India In our 'always on' world, we believe it's essential to have a genuine connection with the work you do. How You'll Help Us Connect the World: RUCKUS Networks builds and delivers purpose-driven networks that perform in the tough, unique environments of the industries we serve. Leveraging network assurance and enterprise-wide automation driven by AI and machine learning (ML), we empower our customers to deliver exceptional ex…",https://www.adzuna.in/land/ad/5317564618?se=yGKwhIto8BGUrrSYvW0dZg&utm_medium=api&utm_source=c8890522&v=B9523778A2D18EE809AA9425937305ABFB4BC6EE,13.06041,80.24963,Firmware Engineer – Home Automation Modules,Firmware Developer
Lead Software Engineer – Embedded,Boeing,India,2025-07-14T02:28:23Z,Engineering Jobs,"Lead Software Engineer – Embedded Company: Boeing India Private Limited As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company leverages the talents of a global supplier base to advance economic opportunity, sustainability and community impact. Boeing’s team is committed to innovating for the future, leading with sustainability, and cu…",https://www.adzuna.in/details/5301284182?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Software Developer – Diagnostic Software Tools,Firmware Developer
Software Engineer-Embedded Systems - nVENT,Tekwissen India,India,2025-07-23T04:48:38Z,Engineering Jobs,"Overview: TekWissen is a global workforce management provider throughout India and many other countries in the world. Position: Software Engineer Embedded Systems - nVENT Location: Bangalore Work Type: Onsite Job Type: Full time Job Description: Designing, developing, reviewing, and maintaining embedded software products. Embedded Software Development Design, code, test and maintain embedded software/firmware for next generation of electrical connected products. Develop low level drivers and in…",https://www.adzuna.in/details/5317311995?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Software Developer – Diagnostic Software Tools,Firmware Developer
Engineer - Embedded SW Quality Test,GE Vernova,"Telangana, India",2025-07-19T11:45:04Z,Engineering Jobs,"Job Description Summary This position is part of the R&D Validation and Verification (V&V) team. The R&D team is responsible for designing, implementing, and testing embedded software for protection and control applications, primarily in the electrical transmission industry. Job Description Roles and Responsibilities - Work on NPI and LCS release projects for GE Grid Solutions MICOM protection relays. - Develop a deep knowledge of power industry protection functions. - Learn and apply processes…",https://www.adzuna.in/land/ad/5311787487?se=yGKwhIto8BGUrrSYvW0dZg&utm_medium=api&utm_source=c8890522&v=24CC784752604D4EE32FFD0AF1B7A1BAA64747E1,17.864111,77.027375,Software Developer – Diagnostic Software Tools,Firmware Developer
RTL/FPGA Design Engineer(Fresher),AumRaj Design Systems Pvt Ltd.,"Ahmedabad, Gujarat",2025-07-18T08:38:39Z,Engineering Jobs,"Embedded Domain RTL/FPGA Design Engineer(Fresher) Min 0 - 3 Years of Experience BE/B.Tech in Electronics/Electronics & Communication or ME/M.Tech in Electronics/VLSI Design or closely related degree Ahmedabad, Bangalore Roles & Responsibilities RTL programming (Verilog/System Verilog or VHDL). Knowledge of complete FPGA Design Development flow. Hands-on with FPGA Development Tools (Quartus, Modelsim, Vivado, Xilinx ISE, Libero, etc.). Functional verification using Verilog/System Verilog or VHDL…",https://www.adzuna.in/details/5309398858?utm_medium=api&utm_source=c8890522,23.042,72.59465,Firmware Engineer – Consumer Electronics Controllers,Firmware Developer
Senior Software Test Engineer,Danfoss,India,2025-07-24T09:52:34Z,Engineering Jobs,"Senior Software Test Engineer Requisition ID: 45066 Job Location(s): Oragadam, IN Employment Type: Full Time Segment: Danfoss Power Electronics and Drives Seg Job Function: R&D, Technology and Engineering Work Location Type: On-site The Impact You'll Make At Danfoss Power Electronics & Drives, we are excited to invite a SeniorSoftware Test Engineer to join our forward-thinking Product Development team. In this role, you'll play a critical role in validating the performance, reliability, and com…",https://www.adzuna.in/land/ad/5319454675?se=RofYjIto8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=F52C0B9E305C027DB3C1EA72411ABF6B1F80C959,22.3511148,78.6677428,Firmware Engineer – Consumer Electronics Controllers,Firmware Developer
Experienced Software Engineer- Test Verification,The Boeing Company,"Bangalore, Karnataka",2025-07-23T09:51:49Z,Engineering Jobs,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Overview As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company lev…",https://www.adzuna.in/land/ad/5317564479?se=RofYjIto8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=393A402EE1F8268791E02BB7A88DE7A001A4E8A1,12.9881567,77.6226,Software Engineer – Defense-Grade Embedded Systems,Firmware Developer
"Firmware Test Engineer, Software",Celestica,India,2025-07-24T09:52:19Z,Engineering Jobs,"Req ID: 127260 Remote Position: No Region: Asia Country: India State/Province: Chennai City: Guindy, Chennai Summary The Lead Engineer, Software develops, debugs, tests, deploys and supports code to be deployed in systems/products/equipment for various applications. They write, debug, maintain, and test software in various common languages and for software at various levels in the hierarchy (from Firmware to Application). Software creation follows an agreed to development process (such as Agile…",https://www.adzuna.in/land/ad/5319454389?se=RofYjIto8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=DFECB068C52812F551C1AB20FA72BDC850108CFD,22.3511148,78.6677428,Software Developer – Diagnostic Software Tools,Firmware Developer
Software Test Engineer,Analog Devices,"Bangalore, Karnataka",2025-07-23T02:41:24Z,Engineering Jobs,"About Analog Devices Analog Devices, Inc. (NASDAQ: ADI ) is a global semiconductor leader that bridges the physical and digital worlds to enable breakthroughs at the Intelligent Edge. ADI combines analog, digital, and software technologies into solutions that help drive advancements in digitized factories, mobility, and digital healthcare, combat climate change, and reliably connect humans and the world. With revenue of more than $9 billion in FY24 and approximately 24,000 people globally, ADI …",https://www.adzuna.in/details/5317141720?utm_medium=api&utm_source=c8890522,12.95703,77.59837,Firmware Engineer – IoT Edge Devices,Firmware Developer
Sr Engineer- CPT,Qualcomm,"Hyderabad, Telangana",2025-07-09T04:03:18Z,Engineering Jobs,"Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Software Test Engineering General Summary: - Proficiency in programming skills (Python/Perl, C or C++). should be able design and code from scratch. - Experience in System SW (bootloader, Board Support Package (BSP), HLOS) and/or low-level firmware Validation. - Knowledge on SoC peripherals like clock, voltage and pmic are added advantage for the candidate. - Experience in High Speed System peripherals (USB…",https://www.adzuna.in/land/ad/5292692944?se=0lyDlIto8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=781336BCABCC860C22CB9E8E74C0506437536351,17.40275,78.50806,Software Developer – Diagnostic Software Tools,Firmware Developer
Services Engineer - SCADA,GE Vernova,"Uttar Pradesh, India",2025-07-24T09:52:42Z,Engineering Jobs,"Job Description Summary Come Join Our Software Integration Team Our main activity consists in setting up GE Vernova software in different environments for internal and external customers, supporting project activities and providing expertise in tailoring the components based on requirements. We have a hybrid work environment as we work from home, the office and travel to customer sites as needed. The integration engineer is a key member in all projects, being engaged throughout the full lifecyc…",https://www.adzuna.in/land/ad/5319454758?se=_q69lYto8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=374C0B59E11491407FF961965F76137754BDCFA8,26.99551,80.600118,Software Developer – Diagnostic Software Tools,Firmware Developer
Sr Advanced Embedded Engr,Honeywell,"Bangalore, Karnataka",2025-07-13T10:38:16Z,Engineering Jobs,"Sr. Advanced Embedded Engr Innovate to solve the world's most important challenges The position is for Sr. Advanced Embedded Engineer for Traffic & ISS group within in Communication, Navigation & Surveillance COE (CNS COE) at HTS India. Be part of a team that designs, develops and integrates highly complex software functions within products team. You will provide technical expertise as a program team leader in the identification and development of new products. You will lead proposals to addres…",https://www.adzuna.in/land/ad/5300567859?se=_q69lYto8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=018AFC330130FF6A0BFB898E4DFBC8B21679A9E0,12.95703,77.59837,Embedded Developer – Defense Communication Terminals,Firmware Developer
